header,body,review_num,review_date,is_mobile_user
BELOW EXPECTATION,"The crow make me so curious about the taste, but after waiting so long, OMG! The taste just So-so. the service was terrible, the need more staff for cleaning and the pick up food counter.",30,2017-08-01,True
Michelin Star Hawker Restaurant,"When my husband first told me a hawker stall had won a Michelin star i was a bit sceptical but wow was i amazed!!!!

The food was absolutely amazing!!! You have to try everything! 

I ordered the mixed plate of 3 different types of pork...More",50,2017-07-01,True
Decent Fast Food,"Make no mistake, this is not Michelin starred food. The hawker stand (now closed) in the outlet opposite got a Michelin star, and the owner has now cashed in on his fame. The pork was great, the rest standard Asian fast food fare, in a...More",30,2017-07-01,True
Definitely skip. Toa Payoh outlet. ,"Firstly at the ordering station you are subjected to at least 3 up-selling questions. It was fine to up sell, just that as I said no thanks to each question, I observed a rapid deterioration of the tone and manner at the station. 

The rice...More",10,2017-07-01,True
Hawkers Chan in Bangkok ,Have not had the opportunity to eat the one in Singapore but was able to try the one in Bangkok which recently opened in June. Nothing to really shout about! You definitely will not be able to get SG2/plate of soya sauce chicken rice as...More,30,2017-07-01,True
Michelin on budget,"Delicious and delightful, not the original stall on the second level food hall, this venue was built to accomodate the growing fame of the restaurant. Chicken and roast pork are both cooked perfectly, vegetables and side dishes complement the meat well. Mains start from under...More",50,2017-07-01,True
Michelin well deserved,"The hawker food centers in Singapore offer good food at low cost. Hawker Chan even got a Michelin star, which is a great attraction for tourists to visit and dine. There was still a queue and the service and turn around of tables were fast....More",50,2017-07-01,False
"Good food, no fine dining ","The hawker food centers in Singapore offer good food at low cost. Hawker Chan even got a Michelin star, and the food was really good.

The experience from ordering to waiting for food in line, to plastic plates, to fighting for your place to sit...More",40,2017-07-01,True
Lunch visit at Tai Seng branch,"Visited the Tai Seng outlet during lunch. There was still a queue though but not as long as the one at the original location in Chinatown.  

Touted as one Michelin star which is a definite crowd puller but personally did not think the chicken noodle...More",40,2017-07-01,True
Michelin gets it right!,Everybody wanted me to this one spot in Chinatown saying that it was the worlds on the Michelin star rated food stall. For a total of about six US dollars I got a feast of amazing chicken local noodles and Chinese broccoli that was outstanding....More,50,2017-07-01,True
Michelin Star Award,Liao Fan Soya Chicken Rice/Noodles! It has won the Michelin Star award I was told! Amazing food indeed👍🏾👌🏽! Had a very good lunch with friends.,40,2017-07-01,False
Could be better,"I came around 3.30pm when they were not that busy as there was no queue to order food. However I still had to wait 15 mins to get my food. When it came, it was served cold and not well presented. I was disappointed. 

1....More",20,2017-07-01,True
Cheap and nice,Very tender chicken which is a must try. The sauce is very yummy too. I also like the vegetables. Definitely worthy the price.,50,2017-05-01,True
An experience,"Food is not bad but wouldn’t say exceptional. Ordered the soy sauce chicken rice with cha siew, and vegetables. The meat is tender and well-seasoned. Price is reasonable, but getting of seats is quite competitive. It’s kinda like a fast-food concept – fast order, fast...More",40,2017-07-01,False
Toa Payoh central Outlet,"Noodles with soya chicken and roasted pork is absolutely scrumptous. 

Worth every cent.

Within walking distance from Toa Payoh MRT. Highly recommended. 2 thumbs up.",50,2017-07-01,True
Rice - FAIL. Soya sauce chicken - average,"I wish I read TA reviews of Hawker Chan before I brought my overseas friend there, for the first time. I wouldn't go a 2nd time. Wondering (as do other reviewers here) how Hawker Chan got a Michelin star - he should come here and...More",30,2017-06-01,False
Good food,"I came here with a friend who was visiting Singapore. Was it worth it, yes. Was it the best chicken rice I've ever had, no. I like my rice a little more chickeny. The sauce was good however.

When we came there were no queues...More",40,2017-07-01,False
All served Cold,"Know this place from a friend that said it should be good this hawker chan has a michelin star. Tried this for the first time tonight together with whole family hoping to get great meal together delicously.

Tonight is full house with quite a long...More",10,2017-07-01,False
Tragic,"The Michelin team is clearly incompetent!  While the chicken has good texture, it's bland compared to many other hawkers'.   The saving grace was the char siew but then again, there are many similar offerings elsewhere.",30,2017-07-01,True
Little to no actual meat.,"Was is decent chicken? Yes. Was it life changing/ worth all the hype/ enough food? Absolutely not. I don't regret going because at least I got to try it for myself but definitely wouldn't go again. Simply not worth it, regardless of the michelin star....More",20,2017-06-01,False
Cold food,"Ordered 2 different noodles. Waited 20 minutes to be served. Noodles were COLD, clump into a hard mess. 

Avoid this very much over rated restaurant. Any other shop would serve you hot food, not cold hard noodles.",10,2017-07-01,False
"One star (but not a michelin star, for sure)!","PROS:
Cheap

CONS:
Rude staff!!! Bad education and don't help in anything!
Long queue
No Napkins!!! There were no napkins available when I was here! How can this be possible!?
The Food (rice and chicken) was COLD! It seemed like the food was preheated in...More",10,2017-07-01,False
How Does A Restaurant Gets Awarded A Michelin STAR?,"If its the quality and taste of the food that gets a restaurant awarded with Michelin Star, then I would say this is should not be awarded.  The Soy chicken is not bad and acceptable for the price that they are charging, but if I...More",20,2017-04-01,False
"Not a Michelin Star, surely?","We've had some lovely hawker experiences in Singapore and decided to stand in a lengthy queue to order, and then in another to find a table, to see what a hawker with a Michelin Star had to offer. I can only think that the judges...More",30,2017-06-01,False
If this is still a Michelin stared restaurant then I'm Charlie Chan (Earl Derr Biggers)!,"My daughter was keen to try this place out (and so was I to be honest seeing as it was 'all over Facebook' months back). What a disappointment!!! For sure it wasn't expensive. But that's not the point is it? Good food (in fact, far,...More",10,2017-04-01,True
"Cheap, tasty -- lives up to its reputation","Had a cheap and tasty meal here while traveling in Singapore. We arrived around 1.30 and there was hardly a line -- we waited only about 30 minutes to get our food. From what I'd read online I had anticipate a much longer wait, so...More",50,2017-05-01,False
Post Mediterranean  &  Baltic Cruise,"It is a Michelin star hawkers restaurant. The food is very good. Soya sauce Chicken rice, oyster sauce vegetables, roasted pork hor fun. The price is cheap. We would definitely recommend.",40,2017-05-01,False
Great,"This is a popular Michelin star hawkers restaurant in china town. 
The food was as it said, it was tasty, cheap but busy. I would say this is worth try.",40,2017-06-01,True
Affordable Michelin Star,"Basic menu - roasted pork ribs, roasted pork hor fun, seasonal vegeatables, chicken; soya sauce chicken rice; 
Roasted pork ribs and chicken so tasty;
Ordering food is fast thru the p ayment machine;
One of the counter crew is rude;",50,2017-06-01,False
Yum! ,We have eaten here twice and I would definitely go back again. Key to escaping the long lines is to go either before lunch or in the mid afternoon. Longest we had to wait was 20 mins by the time we lined up and received...More,40,2017-06-01,True
Terrible service. Horrible food. Not Michelin worthy at all! Don't bother!,"Wanted to try this as I was in the area at a meal time off peak hour. Since there was great hype about it being Michelin star and all. I thought I would try it. 
Firstly the Q line and system was chaotic. There's inadequate...More",10,2017-05-01,True
Tasty chicken,"By now, the perennial long queue have subsided, so waiting time is not very long. The soy sauce chicken is very tender and tasty - a welcome alternative to your usual hainanese chicken rice.",50,2017-04-01,False
Char siew is way better than the popular soy sauce chicken,"This is one of the only two Michelin 1-star hawker stalls in Singapore. Well, I have tried the food many years ago at it's flagship stall in Chinatown food center. Over the past year, it has already opened a number of outlets around the island....More",30,2017-05-01,False
Delicious,"We tried to find the old stall but gave up after losing our way in the food square, so we tried the air-conditioned branch. 
Food ordering was very efficient , there was no long queue and we quickly got our orders done with the machine....More",40,2017-05-01,False
Dinner,The Soy Chicken was nice. The rice was fragrant. The queue was not too long. You can pay by credit card or nets which you may not do in a typical hawker place.,50,2017-05-01,True
Very disappointing ,"I come regularly to SE Asia and I stayed in the hotel next to Hawker Chan. Seeing the long line-ups, I expected very good food. 

I took the chicken noodles dish and was very disappointed by the taste. The noodles were oily and didn't taste...More",20,2017-05-01,True
Michelin Star food for street stall prices,Our tour guide told us about a Michelin starred restaurant in Smith street where you could eat for as little as $4.50 (yes that's right $4.50 .. I haven't missed a decimal place) .. so on a slow day we caught an Uber downtown to...More,40,2017-05-01,False
"Pork is excellent, chicken is ok","Tried chicken soya with noodle(did not try the rice, its just the plain white rice) tried three kind of pork. Chicken was good, but not the star of this Michelin star hawker actually that 3 kind of pork is the main star. Roast pork is...More",50,2017-05-01,True
Quick eatery if no lines,"The lines to order and grab a table can be very long, so timing your visit for a quieter part of the day is advisable. Otherwise, food quickly cooked and tasty. Sampled the pork char siew and noodles.",40,2017-05-01,False
A Michelin Star Restaurant that won't hurt your wallet,"Very inspirational story about a low key and humble man achieving fame through his food. This is the best soy sauce chicken I had in my life, this place is not just hype... it actually met my expectations. Expect a line when you go but...More",50,2017-04-01,False
Very high quality soya chicken,The best is the soya chicken. Best i ever had. Very fragrance and tender. The herbs are unique. The cha siu pork is good. Wan ton soup is below expectations.. I will recommend ordering half a chicken with rices and enjoy the meal..,50,2017-04-01,True
Nice little restaurant,"Saw this at China town and definitely had to try this as a 1 star michelin restaurant. It did not let me down, and for the price was pretty good. This place does not serve duck but the chicken and pork was really tasteful. If...More",50,2017-04-01,False
A Michelin Star Hawker,"Although it is set up like a fastfood joint, this award winning hawker in the middle of Singapore Chinatown is much better than any fastfood joint in my opinion.  It does help to know what you want before you are in the shop, otherwise you...More",50,2017-03-01,False
Soya Chicken was great!,"Was indeed impressed with the Soya Chicken which was tender, succulent and goes well with the noodles and Chili sauce. Food is reasonably priced and the place is air-conditioned and comfy as compared to the hawker center.",40,2017-04-01,False
Fresh Hawker Food and Sauces Given a Deserved 1 Michelin Star Rating,"Be prepared to experience hawker-style dining in that you order at the counter/or self-service kiosk and there are a number of long tables for sharing especially when the place gets packed (which is quite often)! Quite tight if you plan on bringing in a stroller,...More",50,2017-03-01,False
Authentic dishes and worth waiting for,"Following his famous debut, I visited Hawker Chan at his new Smith Street shop. Queuing starts as early as 10 am, and its nice and orderly. The place is clean and well-managed. It's equally busy in the afternoons as well. 
One of my favourite dish...More",50,2017-03-01,False
Michelin Star Meal!,"It may look the same to others, but to know the difference, try other stalls first serving the same meal. Then you would know why you need to fall in line for 45 mins- 1 hr. Depends on the timings though. Their chicken is tender,...More",50,2017-04-01,True
45minute wait and worth every minute!,We were worried that the food may not have lived up to the Michelin Star fuss but wow it really did. We arrived at 11am and still had to line up outside the door. After an agonising 45minute wait of looking and smelling everyone else's...More,50,2017-04-01,False
Unbelievably good!,We came here and lined up to finally try this Michelin-starred hawker place and were absolutely rewarded for it. The prices are so affordable that we did a round 2 even when we were already too full. We had the soy chicken with noodles (but...More,50,2017-04-01,True
Michelin Star for What ?,"Of course you should try a Michelin star awarded hawker. Coming with a group of 10 colleagues it is hard to find a sitting place, you have to queue up and wait for your food. And honestly I did not taste the difference of ""a...More",30,2017-03-01,False
The cheapest (and good) Michelin meal in Sing!,"How can you say no to a $5 meal worth one Michelin Star? You'd be crazy to pass this one. I was kinda disappointed when I found out that the famous chicken rice meal wasn't with a hainanese rice, but a normal white rice. But...More",50,2017-04-01,False
What is the fuss about?,"We told about and shown this place on a walking tour of the city. Decided to go back and try the $3.80 chicken and rice special. It was ok, served in a scruffy canteen with staff that didint seem that interested.

We virtually walked in...More",40,2017-03-01,False
Lunch,"Lunched at Michelin's stars awarded Hawker Chan in China town. One of the best chicken rice in town., always Long Q and hard to find a table to sit.",50,2017-04-01,True
Worth Waiting,"Read about Liao Fan in the New York Tolines months ago because he has the least expensive 1 star Michelin restaurant in the world.

So we were in Chinatown and decided to try it. Encountering a line outside the restaurant, we only waited 10 to...More",40,2017-04-01,True
As good as they say,"Can be long queues but persevere for the cheapest Michelin meal you can buy. Go big and have the chicken rice, ribs and duck with Rosella tea. Delicious.",50,2017-03-01,True
I round it up if not it will just be a 3.5star,"While I don't know the personality of the chef (Michelin's rating criteria - the personality of the chef in his cuisine, value for money and consistency) , I believed he is humble and his food is definitely value for S$ and showed consistency and hence...More",40,2017-03-01,False
Am I Missing Something???,"This was, without doubt, the worst meal I had in Singapore.  Apologies to Michelin, but I just don't see it.  I visited on a Sunday afternoon, about 2-2:30.  I waited on line for about 15 minutes to order the Chicken Rice with a Tiger beer,...More",20,2017-03-01,False
Good but over hyped ,"Now that they have a Michelin star-- it's a mob scene.  So go, order the chicken and noodles they showed on the food network, but realize the noodles that go with it might be cold and there are few accompanying sides to order.  I thought...More",40,2017-03-01,True
great chicken and noodles,"Worth a visit. Maybe not a Michelin star but still very good and... cheap cheap cheap.
Was very lucky as it only took like 20 minutes to get served and a table.   Pretty straight forward honest food.  Very tender chicken and great noodles.",40,2017-03-01,False
Ridiculous waiting time,"We were there for lunch and had to wait 45 minutes for the food.  Halfway into the wait, we were told to expect a 30 to 45 minute wait.  And this information was only made known when we asked how much longer to wait.  Had...More",10,2017-03-01,True
4-stars - go only for the soya sauce chicken,"As of March 2017, the one michelin star is awarded only for the original stall (Liao Fan). I understand the Hawker Chan outlets will be vying for a michelin star award later this year. Until then ... for me the real winner is the soya...More",40,2017-03-01,False
What is all the fuss about. ,"This place has a Michelin Star and diners queue for hours. 

But I don't get it. 

It is very ordinary. It is cheap. But it is ordinary and on my latest visit they had run out of chicken. 

There better places locally.",20,2017-03-01,True
Inexpensive cantonese food,"Heard a lot about the place so we went. Good food inexpensive, It was fast food, but prepared as regular food. We had the chicken, & Noodles with pork. We went directly to the restaurant. Should have walked Smith street first to see what else...More",40,2017-03-01,False
"Michelin one star chicken rice, not sure why","I went to this stall with high expectations because there are many great chicken rice stalls in Singapore, to have one that earned a star. It must be very good. As I am from HK where this chicken rice is the HK style with soy...More",20,2017-03-01,True
Best oily chicken I've ever had,Ordered the oily chicken noddle and it was so tender and delicious! Definitely deserve the Michelin recognition! The portion is small but they give you the option to supersize it when ordering. This place is like a fast food restaurant! The line wasn't long when...More,50,2017-03-01,True
Tasty Chicken and the Best Soya Sauce Noodles,We were curious with this restaurant as this is a Michelin star restaurant in Singapore. We went to this branch since this is nearer our hotel. We arrived early so there wasn't a line yet. Food was served fast.. We ordered the famous chicken and...More,40,2017-02-01,False
Hong Kong Soy Sauce Chicken,"Well, Hawker Chan deserved his Michelin star for his Soy Sauce Chicken. It was tender and nice, but the accompanying sauces were a tad too sweet. Going up market has also driven up the prices. Better eat at his original hawker stall.",40,2017-03-01,False
"Char siew is delicious, chicken is average","Ate at their outlet at Tai Seng for the first time. Went around 11:15am to avoid the crowd and long queue. I ordered the char siew, siew yuk and chicken. The best was the char siew, followed by the siew yuk and chicken. The char...More",40,2017-03-01,False
Delicious after a long long queue,"It's overall good in a very good price, by the way, you must wait for 1 or 2 hours in queue before serving. It'd better for lunch instead of dinner.",40,2017-02-01,False
Hype up. Exceptional taste but nothing to shout about,"Managed to tried this one Michelin star today. The queue wasn't too long at their new outlet. It took me about 20 minutes all in to get my food and squeeze in some place to sit and tuck in. 
I ordered their signature Chicken Soya...More",30,2017-03-01,True
Go to the original stall,"It was like being in the front row at a gig in this place, hot sweaty and commercialized. We ended up ordering the HK soya chicken with noodles. The dish felt greasy and rubbery with not much taste including the side of pork and my...More",20,2017-02-01,False
Bad bad bad bad ,"This place is way overrated!!!!
The food is tastless massproduced mc Donald style..
A huge disapoinment.
Please avoid!!!",10,2017-02-01,True
Just had to try this,"Who doesn't want to try Michelin Star food??  We were roaming around Chinatown and decided to eat here. Definitely worth it-dinner for 4 with drinks for under $30.
Start with his iconic chicken then try the other dishes",50,2017-02-01,True
3rd time with Chef Chan shop,This is my 3rd time visit this shop. More than 2 hours for queue for first 2 times. Good experience with a Michelin star restaurant. The noodle is significantly recommended you should have it together with Chicken and soya sauce. If you have plan to...More,40,2017-02-01,True
"Good quality, clean, and fast","Not sure about the Michellin star grade - found the food to be very good, tasty and when you offer such a limited menu, it better be good.  We managed to walk in at about 2 pm with no wait and for being able to...More",30,2017-02-01,False
Michelin Worth Chicken Rice,"Cannot stand the long line but the food is awesome. The chicken is tender and tasty, the rice is just OK but the pork is exceptional.

Will go there again for brunch next month.",50,2016-12-01,True
Over hyped,"If I didn't know this was a one Michelin star restaurant, I would say it's excellent value for money and would rave about it as a hidden gem. Food is pretty good and the price was dirt cheap.  

Now it has a Michelin star badge,...More",40,2017-02-01,True
A little disappointed,"Was really looking forward to this and arrived at a good time as the queue was still in the shop. Very busy and getting a seat is not easy. Be prepared to wait, I was. It was a bit like a Chinese McDonald's you choose...More",30,2017-02-01,True
Has this really a Michelin Star?,"I know one gets what one pays for and 25$S is not a lot for 2 servings of Soy Chicken, a double (allegedly) portion of Char Siew and a couple of cans of Tiger but it was awful.  The portions were meagre and full of...More",20,2017-02-01,False
Very good ,"A very good chicken and rice restaurant. Long line since they got the Michelin star.
Tasty and cheap food",40,2017-01-01,True
Great Chicken indeed!,"As a Michelin Stared Chicken Rice, Hawker Chan definitely made its name well known!

The soy sauce chicken was tender yet not over prepared, it doesn't ""tear"" into pieces like over steamed chickens. There is a certain firmness and texture to it which contains the...More",50,2017-01-01,True
"Best chicken ever, at a very affordable price","Not sure I would give a Michelin star to this place, but it has one and it is definitely worth a visit. The queue can be long, unless you go around 4-5 PM, but they are very well organised and the waiting time once you...More",50,2017-01-01,False
Fast food with Michelin star,"Long queue to get in, but it is worth. Customers are served very quickly. The portions are not so big if you are very hungry. Cash and credit cards are both accepted.",40,2017-01-01,True
"""Hits the spot😋""","An expansion of the original hawker stall we had to que but not for too long.
Had the obligatory chicken plus Char Sui pork with 🍝 and seasonal veg in Oyster sauce v tasty. 
Portions more than ample. Good value for money to boot what's...More",40,2017-01-01,True
